transaction_id,transaction_date,transaction_time,store_id,store_location,product_id,transaction_qty,unit_price,Total_Bill,product_category,product_type,product_detail,Size,Month Name,Day Name,Hour,Month,Day of Week
126086,11-06-2023,09:26:48,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Sunday,9,6,6
126107,11-06-2023,09:32:07,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Sunday,9,6,6
126787,11-06-2023,19:17:53,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Sunday,19,6,6
128042,13-06-2023,07:33:17,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,7,6,1
128558,13-06-2023,10:02:57,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,10,6,1
128752,13-06-2023,10:56:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,10,6,1
128923,13-06-2023,14:16:08,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,14,6,1
129043,13-06-2023,16:14:54,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,16,6,1
129136,13-06-2023,17:45:45,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,17,6,1
129369,14-06-2023,08:17:01,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,8,6,2
129437,14-06-2023,08:30:02,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,8,6,2
129888,14-06-2023,10:20:10,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,10,6,2
130181,14-06-2023,14:16:04,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,14,6,2
130620,15-06-2023,07:39:31,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,7,6,3
130923,15-06-2023,09:32:07,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,9,6,3
131166,15-06-2023,10:45:52,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,10,6,3
131442,15-06-2023,15:00:09,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,15,6,3
132915,16-06-2023,17:39:04,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,17,6,4
132944,16-06-2023,18:16:21,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,18,6,4
133226,17-06-2023,07:44:27,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Saturday,7,6,5
133498,17-06-2023,09:47:36,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Saturday,9,6,5
133501,17-06-2023,09:49:01,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Saturday,9,6,5
134681,18-06-2023,09:54:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Sunday,9,6,6
134944,18-06-2023,11:39:57,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Sunday,11,6,6
136005,19-06-2023,09:44:36,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,9,6,0
136490,19-06-2023,15:00:09,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,15,6,0
136546,19-06-2023,15:54:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,15,6,0
136570,19-06-2023,16:24:10,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,16,6,0
136982,20-06-2023,08:34:24,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,8,6,1
137062,20-06-2023,08:56:02,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,8,6,1
137164,20-06-2023,09:20:53,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,9,6,1
137348,20-06-2023,10:16:11,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,10,6,1
137377,20-06-2023,10:25:13,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,10,6,1
137478,20-06-2023,10:53:45,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,10,6,1
137507,20-06-2023,11:25:36,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,11,6,1
137630,20-06-2023,14:18:59,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,14,6,1
137676,20-06-2023,14:54:24,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,14,6,1
137808,20-06-2023,17:06:53,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,17,6,1
137887,20-06-2023,19:10:06,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,19,6,1
137890,20-06-2023,19:13:31,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,19,6,1
138130,21-06-2023,08:30:02,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,8,6,2
138516,21-06-2023,10:20:10,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,10,6,2
139326,22-06-2023,08:19:40,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,8,6,3
139646,22-06-2023,11:01:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,11,6,3
139657,22-06-2023,11:11:44,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,11,6,3
139882,22-06-2023,14:11:19,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,14,6,3
140432,23-06-2023,07:49:50,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,7,6,4
140670,23-06-2023,09:43:22,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,9,6,4
140896,23-06-2023,11:48:23,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,11,6,4
140903,23-06-2023,11:53:23,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,11,6,4
140941,23-06-2023,12:33:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,12,6,4
140943,23-06-2023,12:35:32,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,12,6,4
141121,23-06-2023,15:09:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,15,6,4
141218,23-06-2023,16:40:06,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,16,6,4
141223,23-06-2023,16:45:46,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,16,6,4
141234,23-06-2023,16:57:42,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,16,6,4
141253,23-06-2023,17:11:50,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,17,6,4
141805,24-06-2023,09:42:37,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Saturday,9,6,5
142115,24-06-2023,12:39:12,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Saturday,12,6,5
142390,24-06-2023,16:04:51,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Saturday,16,6,5
142439,24-06-2023,16:47:14,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Saturday,16,6,5
142627,24-06-2023,19:53:00,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Saturday,19,6,5
142838,25-06-2023,08:05:31,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Sunday,8,6,6
143066,25-06-2023,09:47:54,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Sunday,9,6,6
143650,25-06-2023,17:06:33,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Sunday,17,6,6
143877,26-06-2023,07:00:31,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,7,6,0
144397,26-06-2023,10:52:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,10,6,0
144441,26-06-2023,11:26:52,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,11,6,0
144702,26-06-2023,15:09:55,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,15,6,0
144729,26-06-2023,15:35:11,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,15,6,0
144749,26-06-2023,16:00:05,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,16,6,0
144919,26-06-2023,18:18:17,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Monday,18,6,0
145152,27-06-2023,08:20:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,8,6,1
145422,27-06-2023,09:52:13,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,9,6,1
146224,27-06-2023,19:14:03,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Tuesday,19,6,1
146341,28-06-2023,07:58:34,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,7,6,2
146862,28-06-2023,13:56:44,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,13,6,2
146884,28-06-2023,14:08:22,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,14,6,2
146896,28-06-2023,14:18:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,14,6,2
146939,28-06-2023,14:46:23,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,14,6,2
147089,28-06-2023,16:23:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,16,6,2
147209,28-06-2023,17:48:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Wednesday,17,6,2
147482,29-06-2023,09:03:37,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,9,6,3
147520,29-06-2023,09:31:21,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,9,6,3
147792,29-06-2023,12:58:51,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,12,6,3
148043,29-06-2023,16:05:03,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Thursday,16,6,3
149421,30-06-2023,19:17:53,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,June,Friday,19,6,4
80666,01-05-2023,11:33:29,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,11,5,0
81671,02-05-2023,11:18:24,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,11,5,1
82476,02-05-2023,19:39:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,19,5,1
82865,03-05-2023,12:24:57,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,12,5,2
82883,03-05-2023,12:42:55,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,12,5,2
82886,03-05-2023,12:44:17,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,12,5,2
83495,03-05-2023,18:57:29,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,18,5,2
83840,04-05-2023,11:59:23,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,11,5,3
84042,04-05-2023,13:57:40,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,13,5,3
84105,04-05-2023,14:31:43,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,14,5,3
84443,04-05-2023,17:53:30,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,17,5,3
84461,04-05-2023,18:05:27,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,18,5,3
84864,05-05-2023,11:24:27,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,11,5,4
84926,05-05-2023,12:01:03,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,12,5,4
85147,05-05-2023,14:19:59,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,14,5,4
85189,05-05-2023,14:42:16,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,14,5,4
85396,05-05-2023,16:52:40,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,16,5,4
85657,05-05-2023,19:51:09,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,19,5,4
86066,06-05-2023,13:32:35,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,13,5,5
87333,07-05-2023,12:01:18,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,12,5,6
87517,07-05-2023,16:17:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,16,5,6
87601,07-05-2023,18:07:09,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,18,5,6
88248,08-05-2023,10:42:48,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,10,5,0
88313,08-05-2023,11:09:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,11,5,0
88392,08-05-2023,12:09:57,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,12,5,0
88459,08-05-2023,13:13:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,13,5,0
88592,08-05-2023,15:00:40,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,15,5,0
88721,08-05-2023,16:58:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,16,5,0
88884,08-05-2023,19:54:56,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,19,5,0
89168,09-05-2023,08:39:35,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,8,5,1
89201,09-05-2023,08:55:36,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,8,5,1
89296,09-05-2023,09:32:40,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,9,5,1
89621,09-05-2023,12:04:39,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,12,5,1
90139,10-05-2023,07:24:26,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,7,5,2
90480,10-05-2023,09:37:38,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,9,5,2
90883,10-05-2023,14:03:46,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,14,5,2
91547,11-05-2023,09:10:48,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,9,5,3
91589,11-05-2023,09:32:07,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,9,5,3
92137,11-05-2023,17:34:29,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,17,5,3
92201,11-05-2023,19:17:53,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,19,5,3
93940,13-05-2023,10:56:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,10,5,5
94229,13-05-2023,16:14:54,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,16,5,5
94304,13-05-2023,17:45:45,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,17,5,5
94563,14-05-2023,08:30:02,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,8,5,6
95249,14-05-2023,14:16:04,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,14,5,6
95638,15-05-2023,07:39:31,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,7,5,0
95935,15-05-2023,09:32:07,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,9,5,0
96150,15-05-2023,10:45:52,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,10,5,0
96416,15-05-2023,15:00:09,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,15,5,0
96458,15-05-2023,15:54:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,15,5,0
97523,16-05-2023,13:33:56,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,13,5,1
97759,16-05-2023,17:39:04,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,17,5,1
98266,17-05-2023,09:26:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,9,5,2
98318,17-05-2023,09:47:36,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,9,5,2
98321,17-05-2023,09:49:01,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Wednesday,9,5,2
99379,18-05-2023,09:54:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,9,5,3
99628,18-05-2023,11:39:57,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,11,5,3
99775,18-05-2023,14:08:07,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,14,5,3
100005,18-05-2023,18:10:19,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Thursday,18,5,3
100263,19-05-2023,07:39:31,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,7,5,4
100580,19-05-2023,09:32:07,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,9,5,4
100602,19-05-2023,09:44:36,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,9,5,4
100790,19-05-2023,10:45:52,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,10,5,4
101094,19-05-2023,15:54:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Friday,15,5,4
101452,20-05-2023,08:21:01,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,8,5,5
101509,20-05-2023,08:34:24,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,8,5,5
101687,20-05-2023,09:20:53,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,9,5,5
101725,20-05-2023,09:29:37,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,9,5,5
101903,20-05-2023,10:25:13,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,10,5,5
101940,20-05-2023,10:36:00,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,10,5,5
101988,20-05-2023,10:53:45,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,10,5,5
102011,20-05-2023,11:25:36,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,11,5,5
102170,20-05-2023,14:54:24,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,14,5,5
102381,20-05-2023,19:13:31,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Saturday,19,5,5
102552,21-05-2023,08:17:01,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,8,5,6
102947,21-05-2023,10:20:10,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Sunday,10,5,6
103715,22-05-2023,08:19:40,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,8,5,0
103981,22-05-2023,10:37:26,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,10,5,0
104032,22-05-2023,11:01:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,11,5,0
104044,22-05-2023,11:11:44,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Monday,11,5,0
105261,23-05-2023,12:33:47,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,12,5,1
105264,23-05-2023,12:35:32,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,12,5,1
105341,23-05-2023,14:04:24,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,14,5,1
105415,23-05-2023,15:09:25,3,Astoria,45,1,3,3,Tea,Brewed herbal tea,Peppermint,Large,May,Tuesday,15,5,1
